metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# hits	
4698553.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	112	-25.23	95.59	58.26	18	
4698542.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	86	-20.07	95.92	49.58	18	
4698574.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	57	-18.18	95.03	46.91	17	
4698551.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	112	-20.39	95.12	50.71	20	
4698569.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	128	-24.41	95.79	56.96	18	
4698548.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	246	-22.70	94.24	54.92	27	
4698554.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	23	-20.09	92.42	51.23	11	
4698562.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	30	-20.29	92.11	52.39	13	
4698582.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	252	-22.19	94.33	53.69	27	
4698577.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport ATP-binding protein PstB (TC 3.A.1.7.1)	180	-23.16	95.20	55.25	25	
4698560.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	221	-21.79	90.18	57.55	17	
4698570.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	59	-20.90	90.59	55.87	10	
4698546.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	72	-24.15	92.05	61.02	12	
4698578.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	228	-23.76	89.11	61.47	13	
4698553.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	174	-24.03	90.62	61.63	15	
4698542.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	80	-19.04	91.80	51.74	13	
4698574.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	80	-22.18	91.20	57.50	12	
4698551.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	154	-20.54	90.78	54.66	13	
4698569.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	189	-22.97	91.51	59.23	15	
4698548.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	248	-19.99	90.89	54.13	15	
4698554.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	28	-19.61	89.16	54.86	8	
4698562.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	38	-19.92	86.89	56.03	10	
4698582.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	285	-20.64	91.15	55.21	17	
4698577.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstA (TC 3.A.1.7.1)	208	-20.98	90.83	55.92	17	
4698560.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	269	-22.32	87.99	59.87	17	
4698570.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	85	-21.63	88.63	58.48	13	
4698546.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	113	-19.70	87.89	55.41	17	
4698578.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	303	-22.27	86.52	60.62	23	
4698553.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	209	-20.89	88.14	57.09	15	
4698542.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	74	-17.58	86.49	52.24	12	
4698574.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	93	-21.40	88.34	57.91	14	
4698551.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	193	-19.48	88.91	53.93	18	
4698569.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	242	-21.59	88.26	58.27	17	
4698548.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	269	-21.97	87.93	59.44	20	
4698554.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	33	-20.61	88.93	56.12	5	
4698562.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	40	-20.05	87.50	56.20	6	
4698582.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	334	-21.78	87.94	58.93	26	
4698577.3	Phosphorus Metabolism	-	P uptake (cyanobacteria)	Phosphate transport system permease protein PstC (TC 3.A.1.7.1)	255	-21.23	88.02	57.62	20	
4698578.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	Outer membrane TonB-dependent transducer VreA of trans-envelope signaling system	1	-5.00	65.62	32.00	1	
4698548.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	Outer membrane TonB-dependent transducer VreA of trans-envelope signaling system	1	-23.00	83.61	61.00	1	
4698562.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	Outer membrane TonB-dependent transducer VreA of trans-envelope signaling system	1	-19.00	83.33	54.00	1	
4698582.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	Outer membrane TonB-dependent transducer VreA of trans-envelope signaling system	1	-23.00	83.61	61.00	1	
4698560.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	74	-20.09	85.76	53.16	2	
4698570.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	20	-15.55	89.53	43.15	1	
4698546.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	26	-21.08	84.84	55.08	2	
4698578.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	93	-23.34	87.30	58.78	2	
4698553.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	60	-21.03	87.03	53.95	1	
4698542.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	14	-18.93	83.36	51.64	2	
4698574.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	18	-18.94	89.06	49.00	2	
4698551.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	58	-18.14	86.20	49.59	2	
4698569.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	67	-21.04	87.47	54.54	1	
4698548.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	58	-21.53	86.46	55.23	2	
4698554.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	15	-24.47	88.89	59.80	1	
4698562.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	15	-24.27	86.62	59.27	1	
4698582.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	78	-21.20	86.09	54.56	2	
4698577.3	Phosphorus Metabolism	-	Phosphate-binding DING proteins	RecA/RadA recombinase	78	-20.83	87.15	53.55	1	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	1241	-23.81	88.80	59.68	46	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	421	-22.09	87.06	57.71	31	
4698546.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	401	-22.91	86.37	59.29	37	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	1522	-23.74	87.78	60.48	56	
4698553.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	1143	-24.33	89.22	60.51	33	
4698542.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	334	-21.38	86.98	56.27	29	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	441	-23.55	87.39	60.42	33	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	965	-22.94	89.12	58.01	39	
4698569.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	1245	-23.99	89.14	60.01	33	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	1251	-22.73	88.28	58.10	49	
4698554.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	186	-21.17	86.08	56.63	26	
4698562.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	205	-23.20	85.77	60.49	28	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	1546	-23.14	87.95	59.15	48	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase (EC 3.1.3.1)	1176	-23.31	87.89	59.35	49	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase like protein	2	-24.00	75.70	68.50	1	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase like protein	8	-13.50	71.97	47.88	2	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase like protein	29	-16.83	72.31	55.00	1	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase like protein	5	-20.60	69.07	65.00	1	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase like protein	1	-34.00	80.72	83.00	1	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase like protein	21	-18.29	70.71	60.10	1	
4698554.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase like protein	1	-29.00	76.62	77.00	1	
4698562.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase like protein	1	-29.00	75.95	79.00	1	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase like protein	21	-19.52	72.40	61.00	1	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase like protein	12	-16.50	69.02	57.33	1	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP	2	-6.00	62.35	39.50	2	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP	1	-5.00	61.76	34.00	1	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP	2	-6.67	61.78	42.33	2	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	265	-24.37	92.55	59.62	27	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	91	-20.22	91.84	52.34	23	
4698546.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	115	-22.68	91.70	57.62	16	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	280	-24.17	89.85	61.26	27	
4698553.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	220	-23.08	93.76	56.55	18	
4698542.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	130	-20.73	90.71	54.29	22	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	91	-22.25	92.41	55.99	23	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	197	-21.70	93.79	54.57	18	
4698569.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	245	-24.53	93.92	59.31	22	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	322	-22.50	93.26	55.98	26	
4698554.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	41	-22.50	91.05	57.33	9	
4698562.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	52	-22.88	92.32	56.81	9	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	457	-24.45	93.17	59.83	31	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	Exopolyphosphatase (EC 3.6.1.11)	363	-22.26	93.04	56.06	34	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	227	-27.22	91.97	63.65	2	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	74	-27.73	93.56	64.22	2	
4698546.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	23	-25.87	94.82	60.48	1	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	125	-26.70	92.57	62.82	1	
4698553.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	216	-28.40	92.22	66.03	2	
4698542.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	21	-24.48	93.25	59.05	1	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	78	-28.81	93.14	65.91	2	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	188	-25.15	92.35	59.91	2	
4698569.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	214	-28.68	92.57	65.79	2	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	209	-26.36	92.99	62.24	2	
4698554.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	21	-22.86	93.75	56.10	1	
4698562.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	27	-24.37	92.44	58.81	1	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	144	-26.75	93.05	63.03	1	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase (EC 3.6.1.40)	137	-26.85	93.24	62.83	1	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	102	-21.92	97.87	51.02	12	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	48	-22.87	95.58	53.69	9	
4698546.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	47	-20.17	99.01	46.87	9	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	161	-24.65	97.01	55.94	14	
4698553.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	80	-22.61	99.08	51.99	8	
4698542.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	46	-21.78	98.91	49.40	9	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	61	-22.64	96.64	52.74	10	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	93	-24.50	97.74	55.38	12	
4698569.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	76	-22.55	99.03	51.66	9	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	182	-23.14	97.20	53.01	16	
4698554.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	13	-24.69	98.38	54.38	5	
4698562.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	13	-26.54	98.38	57.85	4	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	212	-22.70	96.81	52.66	18	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	Inorganic pyrophosphatase (EC 3.6.1.1)	114	-21.62	97.67	50.41	16	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	18	-21.54	90.83	56.15	4	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	12	-16.55	92.84	45.09	4	
4698546.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	13	-27.00	89.82	67.78	4	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	9	-23.50	95.00	57.33	4	
4698553.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	15	-22.92	93.23	56.83	5	
4698542.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	9	-17.25	93.50	48.25	5	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	7	-17.00	91.15	46.86	3	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	9	-16.00	92.53	44.57	4	
4698569.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	22	-20.75	94.51	52.75	4	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	26	-17.12	88.45	49.59	6	
4698554.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	4	-15.50	79.33	52.50	4	
4698562.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	4	-20.75	80.43	62.75	4	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	29	-23.26	89.70	60.84	7	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	Manganese-dependent inorganic pyrophosphatase (EC 3.6.1.1)	29	-19.09	89.58	52.55	5	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	240	-22.10	93.86	56.46	31	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	78	-19.24	95.54	51.11	17	
4698546.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	100	-18.25	95.42	48.83	24	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	211	-22.10	92.75	57.10	27	
4698553.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	181	-20.41	95.37	52.62	23	
4698542.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	77	-18.16	95.59	48.43	21	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	93	-21.43	94.80	55.24	22	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	183	-20.05	94.81	52.49	27	
4698569.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	209	-22.19	95.08	56.05	23	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	237	-20.04	94.91	52.41	27	
4698554.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	18	-19.67	92.21	52.83	8	
4698562.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	23	-18.83	94.14	50.39	10	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	294	-21.03	94.70	54.32	33	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase alpha subunit (EC 1.6.1.2)	227	-21.01	94.54	54.63	26	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	218	-23.24	96.70	56.76	27	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	63	-21.59	97.86	52.82	14	
4698546.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	101	-22.70	94.54	56.91	22	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	235	-24.24	94.59	59.78	31	
4698553.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	181	-23.70	98.12	56.65	18	
4698542.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	83	-20.07	94.95	51.95	21	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	70	-22.34	96.64	55.32	13	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	165	-21.68	96.53	53.94	27	
4698569.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	184	-23.96	98.22	56.81	16	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	240	-23.60	96.76	57.11	22	
4698554.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	32	-22.43	96.75	55.13	10	
4698562.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	33	-23.29	97.10	56.52	10	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	290	-23.67	96.59	57.25	31	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	NAD(P) transhydrogenase subunit beta (EC 1.6.1.2)	238	-22.61	97.64	55.14	23	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	231	-23.66	91.15	59.95	10	
4698570.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	65	-22.61	91.33	58.29	6	
4698546.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	85	-22.07	89.30	58.37	9	
4698578.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	288	-22.68	90.73	58.47	10	
4698553.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	181	-22.94	88.89	60.16	9	
4698542.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	71	-21.17	88.71	56.60	8	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	69	-22.75	92.52	57.71	5	
4698551.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	194	-21.46	90.62	56.17	9	
4698569.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	192	-22.78	90.58	58.67	7	
4698548.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	228	-20.25	90.77	53.78	9	
4698554.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	37	-23.19	89.62	59.38	6	
4698562.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	42	-24.67	89.73	62.41	8	
4698582.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	244	-22.79	90.33	58.64	11	
4698577.3	Phosphorus Metabolism	-	Phosphate metabolism	PhoQ	203	-22.00	90.31	57.64	9	
4698560.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphatase, Ppx/GppA family	1	-26.00	72.84	81.00	1	
4698546.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphatase, Ppx/GppA family	2	-15.00	80.27	51.50	2	
4698542.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphatase, Ppx/GppA family	1	-19.00	72.58	62.00	1	
4698574.3	Phosphorus Metabolism	-	Phosphate metabolism	Phosphatase, Ppx/GppA family	2	-19.00	74.95	58.50	2	
